"","id_author_oa","longest_name","works_count","aps_years_of_activity","two_year_mean_citedness","h_index","aps_h_index","ethnicity","gender"
"243",5045196939,"Sergio Ferrara.",691,"[1972.0, 2016.0]",0,93,16,"Hispanic or Latino","Male"
"244",5012651049,"Louis E. Brus",421,"[1990.0, 2017.0]",130,109,15,"White","Male"
"245",5077445113,"Albert Lazzarini",399,"[1975.0, 2008.0]",22.0204081632653,103,15,"White","Male"
"246",5107483970,"John D. Veitch",565,"[2004.0, 2020.0]",18.0869565217391,116,15,"White","Male"
"247",5010073173,"Zachariah Burke Etienne",266,"[2001.0, 2020.0]",17.1384615384615,107,15,"Black or African American","Male"
"248",5085670077,"Salvatore Vitale",543,"[2005.0, 2020.0]",11.7203389830508,102,15,"White","Male"
"249",5102781933,"Hong‐Jie Dai",552,"[1991.0, 2011.0]",10.6153846153846,175,15,"Asian","Unknown"
"250",5091840482,"Richard Graham Roberts",566,"[1967.0, 1998.0]",8.90476190476191,92,15,"White","Male"
"251",5081151081,"H.S.Matis A.Ratti",857,"[1970.0, 1993.0]",8.64150943396226,151,15,"Asian","Unknown"
"252",5000868233,"Jeffrey Brian Neaton",722,"[2000.0, 2020.0]",7.26136363636364,90,15,"Asian","Male"
"253",5080861685,"Ángel Rubio",1329,"[1990.0, 2020.0]",6.11111111111111,125,15,"Hispanic or Latino","Male"
"254",5100670875,"Alexander S. Belyaev",2083,"[1997.0, 2020.0]",4.5989847715736,142,15,"White","Male"
"255",5085381025,"Stephen. J. Pearton",2880,"[1982.0, 2015.0]",4.36842105263158,112,15,"Black or African American","Unknown"
"256",5037975948,"Harry Eugene Stanley",2062,"[1966.0, 2020.0]",4,185,15,"Black or African American","Male"
"257",5065698673,"Andrzej J. Buras",477,"[1978.0, 2009.0]",3.73076923076923,89,15,"White","Male"
"258",5060426875,"Marin Soljac̆ić",789,"[1998.0, 2020.0]",3.4,99,15,"White","Male"
"259",5087034768,"Arkady A. Tseytlin",470,"[1982.0, 2014.0]",2.45454545454545,98,15,"White","Male"
"260",5100785082,"David J. Brown",463,"[1970.0, 2017.0]",1.57142857142857,90,15,"Black or African American","Male"
"261",5076969976,"Daniel Erwin Holz",516,"[1994.0, 2020.0]",19.5773195876289,110,14,"White","Male"
"262",5006687149,"Neil. J. Cornish",620,"[1991.0, 2020.0]",14.6385542168675,109,14,"White","Unknown"
"263",5043299278,"Nelson Lloyd Christensen",677,"[1992.0, 2020.0]",11.7207207207207,114,14,"White","Male"
"264",5067770207,"Itzhak Tserruya",505,"[1973.0, 1989.0]",11.0967741935484,108,14,"White","Male"
"265",5100344384,"Wei Chen Wei Chen",1494,"[1986.0, 2020.0]",9.52298850574713,114,14,"Asian","Unisex"
"266",5100611600,"Xingwu 兴武 Zheng 郑",4810,"[1994.0, 2019.0]",7.1955223880597,188,14,"Asian","Unknown"
"267",5008924957,"Adam S. Burrows",754,"[1979.0, 2020.0]",5.52,114,14,"White","Male"
"268",5085798900,"Markus Ahlers",632,"[2005.0, 2020.0]",5.24285714285714,95,14,"White","Male"
"269",5100329996,"Xiao Qing Chen",2040,"[1994.0, 2020.0]",4.27976190476191,101,14,"Asian","Unisex"
"270",5051581351,"Stephen Lars Olsen",924,"[1967.0, 2018.0]",4.05479452054795,89,14,"White","Male"
"271",5052554493,"Mikhail Iosifovich Katsnel'son",845,"[1995.0, 2020.0]",3.27848101265823,106,14,"White","Male"
"272",5061160911,"Helbing Dirk",801,"[1995.0, 2016.0]",2.60377358490566,102,14,"White","Unknown"
"273",5045742638,"Andreas Tünnermann",1916,"[1992.0, 2015.0]",1.93939393939394,104,14,"White","Male"
"274",5040946565,"Abraham Loeb",1214,"[1986.0, 2020.0]",1.63803680981595,99,14,"White","Male"
"275",5006192550,"Mine Malino TAKATA",873,"[1997.0, 2017.0]",1.5,100,14,"Asian","Female"
"276",5038306679,"Alfred Forchel Alfred Forchel",1533,"[1981.0, 2017.0]",0,91,14,"Asian","Male"
"277",5008821583,"Robert G. Shulman",327,"[1948.0, 1965.0]",0,91,14,"White","Male"
"278",5106308002,"Elliott Daniel Bloom",478,"[1966.0, 2015.0]",41,113,13,"Asian","Male"
"279",5019317565,"Tyson Bailey Littenberg",398,"[2007.0, 2020.0]",16.044776119403,92,13,"White","Male"
"280",5005292636,"Nathan Seiberg",300,"[1983.0, 2011.0]",15.4615384615385,134,13,"White","Male"
"281",5053257237,"Richard B. Kaner",619,"[1982.0, 2014.0]",15.3333333333333,116,13,"Asian","Male"
"282",5084505177,"Robert Louis Byer",993,"[1967.0, 2020.0]",14.7777777777778,106,13,"Black or African American","Male"
"283",5030169722,"Alexander Karlwalter Zettl",1015,"[1981.0, 2020.0]",12.0727272727273,143,13,"Hispanic or Latino","Male"
"284",5072750723,"A. M. V. Raghava Rao",799,"[1988.0, 2019.0]",10.8571428571429,88,13,"Asian","Unknown"
"285",5100389265,"G. nbsp L. Chen",1562,"[1988.0, 2020.0]",5.56896551724138,152,13,"Asian","Unknown"
"286",5039882234,"Ilya Mandel",473,"[2005.0, 2020.0]",5.53571428571429,90,13,"White","Male"
"287",5101795956,"Marco Cristoforetti",560,"[2004.0, 2014.0]",5.4695652173913,111,13,"Hispanic or Latino","Male"
"288",5100368854,"Xiang Yong ZHANG",1776,"[1986.0, 2020.0]",5.31132075471698,142,13,"Asian","Unisex"
"289",5063418985,"Andrew F. Beretvas",1548,"[1967.0, 2002.0]",4.94285714285714,122,13,"Unknown","Male"
"290",5071950325,"Thirumalai Thirumalai Venkatesan",1243,"[1976.0, 2020.0]",4.42424242424242,105,13,"Asian","Unknown"
"291",5090620545,"Robert W. Boyd.",1571,"[1981.0, 2020.0]",3.77570093457944,109,13,"Black or African American","Male"
"292",5100640276,"Arun Kumar Sood",3189,"[1984.0, 2020.0]",2.63978494623656,165,13,"Asian","Male"
"293",5030611363,"Robert Joseph Cava",1887,"[1980.0, 2020.0]",2.53521126760563,158,13,"Asian","Male"
"294",5100373698,"Xiaodong Chen ‐",1799,"[1986.0, 2020.0]",2.44206008583691,90,13,"Asian","Unknown"
"295",5061170371,"Francisco Javier Garcı́a de Abajo",929,"[1992.0, 2020.0]",2.18367346938776,109,13,"Hispanic or Latino","Male"
"296",5013223554,"Steve. Granick",648,"[1988.0, 2015.0]",1.96551724137931,88,13,"White","Unknown"
"297",5023749972,"Paul. C. Canfield",1934,"[1988.0, 2020.0]",1.89090909090909,98,13,"White","Unknown"
"298",5035232077,"B. Alex Brown",1052,"[1974.0, 2020.0]",1.70454545454545,90,13,"White","Unknown"
"299",5065838439,"Hadis D. Morkoç",1275,"[1982.0, 2018.0]",1,100,13,"Asian","Male"
"300",5059167530,"Bernardo A. Huberman",541,"[1973.0, 2001.0]",0.941176470588235,91,13,"Asian","Male"
"301",5040898326,"Barry Clark Barish",539,"[1960.0, 2018.0]",21.2424242424242,93,12,"Asian","Male"
"302",5030662184,"L aacute szl oacute Aacute Gergely",448,"[1998.0, 2020.0]",19.5151515151515,92,12,"Black or African American","Unknown"
"303",5007837550,"Ray Henry Baughman",709,"[1976.0, 2010.0]",15.6666666666667,120,12,"Asian","Male"
"304",5000916116,"Jang ‐Kyo Kim",949,"[1964.0, 1999.0]",13.1315789473684,110,12,"Asian","Unisex"
"305",5091634788,"Konstantin A. Goulianos",1398,"[1962.0, 2009.0]",12.4615384615385,111,12,"White","Male"
"306",5006194492,"Spencer Robert Klein",1540,"[1968.0, 2020.0]",9.6271186440678,129,12,"Asian","Male"
"307",5100440745,"Kang Zhen Xu",1750,"[1986.0, 2020.0]",9.58359621451104,134,12,"Asian","Unisex"
"308",5038938655,"Philip Fajardo Hopkins",695,"[1989.0, 1996.0]",9.27868852459016,122,12,"Hispanic or Latino","Male"
"309",5007101561,"Peter Jan Nordlander",639,"[1986.0, 2013.0]",8.29411764705882,137,12,"Asian","Male"
"310",5086275868,"Philip Michael Tuts",1495,"[1980.0, 1992.0]",8.07291666666667,130,12,"Asian","Male"
"311",5090973034,"C Stubbs, CW Stubbs, Christopher Stubbs",822,"[1987.0, 2009.0]",7.39285714285714,94,12,"Black or African American","Unknown"
"312",5043950013,"Changfeng Chan",784,"[1983.0, 2020.0]",7.36363636363636,103,12,"Asian","Unknown"
"313",5055010081,"Zhang‐Bu Xu",959,"[1987.0, 2019.0]",7.28846153846154,101,12,"Asian","Unknown"
"314",5005375790,"and Andrea Alu",1682,"[2005.0, 2020.0]",6.82899628252788,130,12,"Asian","Unknown"
"315",5058293814,"Giulia Galli",786,"[1985.0, 2020.0]",5.85263157894737,90,12,"White","Female"
"316",5047522800,"Delfim F. M. Torres",963,"[1996.0, 2020.0]",5.79245283018868,129,12,"Hispanic or Latino","Male"
"317",5023747159,"Francis L. Halzen",1118,"[1969.0, 2017.0]",5.6283185840708,92,12,"White","Male"
"318",5033437756,"Thomas Frauenheim",919,"[1993.0, 2020.0]",5.34782608695652,98,12,"White","Male"
"319",5021598595,"Shigeru Yoshida",1600,"[1983.0, 2020.0]",4.92682926829268,116,12,"Asian","Male"
"320",5014708111,"Rachel Novotny",968,"[1982.0, 2002.0]",4.0597609561753,108,12,"Unknown","Female"
"321",5056442308,"Daniel George Nocera",1038,"[2003.0, 2016.0]",3.97142857142857,112,12,"Unknown","Male"
"322",5061723693,"Ming‐Chung Chu",1180,"[1983.0, 2020.0]",3.93069306930693,88,12,"Asian","Unknown"
"323",5049081893,"Hsuan Cheng Huang",428,"[1986.0, 2020.0]",2.82608695652174,115,12,"Asian","Unisex"
"324",5062840105,"M. Brian Maple",1397,"[1968.0, 2020.0]",2.41176470588235,93,12,"White","Unknown"
"325",5072693225,"Loren N. Pfeiffer",2229,"[1967.0, 2020.0]",2.27173913043478,123,12,"White","Male"
"326",5003773351,"George Herbert Weiss",1047,"[1958.0, 2004.0]",2.25,91,12,"White","Male"
"327",5050049504,"Daan. Frenkel",737,"[1979.0, 2020.0]",1.46428571428571,112,12,"White","Unknown"
"328",5108222212,"David B. I. M. Cline",1331,"[1964.0, 2011.0]",1,97,12,"White","Male"
"329",5107485649,"Peter Graham Jones",2119,"[1993.0, 2019.0]",0.620567375886525,102,12,"White","Male"
"330",5037970469,"James Floyd Scott",658,"[1967.0, 2020.0]",0.545454545454545,89,12,"Black or African American","Male"
"331",5038838154,"Barry Simon",735,"[1970.0, 1995.0]",0.363636363636364,105,12,"Black or African American","Male"
"332",5017402210,"Francesca Perrotta",339,"[1999.0, 2005.0]",343,115,11,"White","Female"
"333",5044139428,"Francois R. Bouchet",652,"[1985.0, 2019.0]",21.1041666666667,135,11,"White","Unknown"
"334",5036717342,"Massimiliano Lattanzi",348,"[2005.0, 2019.0]",18.4230769230769,120,11,"White","Male"
"335",5017335685,"Francesco Pannarale",268,"[2010.0, 2020.0]",17.9230769230769,89,11,"White","Male"
"336",5106522351,"Valeria Pettorino",434,"[2008.0, 2020.0]",17.3676470588235,93,11,"Hispanic or Latino","Female"
"337",5013365985,"Sukanta Bose",439,"[1995.0, 2020.0]",16.3125,92,11,"Asian","Unknown"
"338",5053885182,"Andrew Paul Lundgren",372,"[2007.0, 2019.0]",16.231884057971,103,11,"White","Male"
"339",5062793389,"David. H. Reitze",425,"[1989.0, 2013.0]",15.6458333333333,91,11,"White","Unknown"
"340",5010805202,"James Alexander Clark",626,"[2007.0, 2020.0]",15.6231884057971,112,11,"White","Male"
"341",5021231690,"Jean‐Luc Bredas",1445,"[1980.0, 2014.0]",12.9152542372881,148,11,"Black or African American","Unknown"
"342",5057374299,"Jochen Weller",505,"[1999.0, 2016.0]",11.7971014492754,105,11,"White","Male"
"343",5057791467,"Stephen R. Forrest Stephen R. Forrest",1369,"[1987.0, 2020.0]",11.0330578512397,149,11,"Black or African American","Male"
"344",5076706548,"Capozziello Salvatore",1029,"[1992.0, 2020.0]",9.75694444444444,91,11,"White","Unknown"
"345",5043881785,"Wanli L. Yang",681,"[1991.0, 2020.0]",8.325,89,11,"Asian","Unknown"
"346",5039478299,"Michael F. Toney",991,"[1982.0, 2020.0]",7.95180722891566,132,11,"Black or African American","Male"
"347",5081956768,"Martin Andreas Nowak",711,"[1993.0, 2017.0]",7.4,156,11,"Hispanic or Latino","Male"
"348",5090200106,"Emily Ann Carter",675,"[1990.0, 2020.0]",7,97,11,"Unknown","Female"
"349",5041573207,"High Pressure Materials Synthesis",5048,"[1970.0, 2020.0]",6.64580265095729,185,11,"Asian","Unknown"
"350",5107444903,"H. Von Der Schmitt",2329,"[1976.0, 2019.0]",6.32203389830508,146,11,"White","Unknown"
"351",5069865883,"Mauricio Terrones.",977,"[1997.0, 2018.0]",6.01408450704225,126,11,"Hispanic or Latino","Male"
"352",5043731569,"T.‐C. Wu",778,"[2000.0, 2016.0]",5.89208633093525,93,11,"Asian","Unknown"
"353",5035758112,"Mercouri. G. Kanatzidis",2912,"[1997.0, 2020.0]",5.40632603406326,182,11,"White","Unknown"
"354",5049120533,"Dirk Robert Englund",988,"[2005.0, 2020.0]",4.89024390243902,91,11,"White","Male"
"355",5082668142,"Douglas Paul Finkbeiner",305,"[2005.0, 2016.0]",4.80952380952381,88,11,"White","Male"
"356",5100454174,"Liu Jie Liu Jie",2204,"[1973.0, 2020.0]",4.16065573770492,143,11,"Asian","Unisex"
"357",5040038977,"Gerardus Johannes Maria Meijer",821,"[1992.0, 2020.0]",4.01315789473684,88,11,"Asian","Male"
"358",5085637107,"Shaul. Mukamel",1221,"[1975.0, 2020.0]",3.77777777777778,104,11,"Asian","Unknown"
"359",5107196499,"Antonino Zichichi",1538,"[1961.0, 1998.0]",3.48484848484848,100,11,"White","Male"
"360",5010019307,"Jöautrg Neugebauer",1308,"[1991.0, 2020.0]",3.43243243243243,95,11,"White","Unknown"
"361",5085430500,"Donal Donat Conor Bradley",754,"[1990.0, 2018.0]",2.78571428571429,122,11,"Black or African American","Male"
"362",5033508527,"Сергей Владимирович Булдырев",516,"[1991.0, 2020.0]",1.21739130434783,91,11,"White","Unknown"
"363",5048702084,"George C. Christou",1109,"[2001.0, 2017.0]",0.979166666666667,98,11,"White","Male"
"364",5087949669,"Chris M. Wolverton",1176,"[1991.0, 2020.0]",0.833610648918469,110,11,"White","Male"
"365",5077833846,"C. Austen Angell",457,"[1981.0, 2017.0]",0.6,92,11,"White","Unknown"
"366",5006008915,"Michalis Agathos",265,"[2012.0, 2020.0]",24.1521739130435,89,10,"White","Male"
"367",5006708769,"Nergis Mavalvala",363,"[1989.0, 2020.0]",20.5454545454545,97,10,"Hispanic or Latino","Female"
"368",5008492093,"Thomas Randall Corbitt",292,"[2004.0, 2020.0]",19.9444444444444,96,10,"White","Male"
"369",5075109022,"James Stewart Russ",1542,"[1965.0, 1981.0]",17.6,127,10,"Black or African American","Male"
"370",5010262541,"Marco Cavagliá",428,"[1994.0, 2009.0]",17.4677419354839,107,10,"White","Male"
"371",5069604397,"Kipp C. Cannon",431,"[2006.0, 2020.0]",16.6944444444444,107,10,"White","Male"
"372",5059481670,"Lilli Sun",348,"[2000.0, 2020.0]",14.1313131313131,89,10,"Asian","Female"
"373",5100609041,"Ju Li ‐",1142,"[1989.0, 2020.0]",12.5288461538462,133,10,"Asian","Unisex"
"374",5035646855,"Wei Zhou",485,"[1999.0, 2013.0]",12.3134328358209,101,10,"Asian","Unisex"
"375",5061068837,"Sheldon L. Stone",1912,"[1969.0, 2013.0]",9.788,169,10,"White","Male"
"376",5058445239,"Feng Wang",554,"[1995.0, 2020.0]",8.2375,91,10,"Asian","Unisex"
"377",5082597658,"Martin Julian Blunt",728,"[1988.0, 2020.0]",7.10909090909091,102,10,"Black or African American","Male"
"378",5042972881,"Felix Aharonian Hitomi Collaboration",1268,"[1992.0, 2020.0]",6.58947368421053,104,10,"Asian","Male"
"379",5028373521,"Arunava Majumdar",517,"[1999.0, 2012.0]",6.28571428571429,111,10,"Asian","Unknown"
"380",5053901551,"Yee Bob Hsiung",1596,"[1988.0, 1999.0]",5.91891891891892,141,10,"Asian","Unisex"
"381",5072097825,"K Klaus Müllen",2612,"[1996.0, 2019.0]",5.85714285714286,178,10,"White","Unknown"
"382",5014493844,"Ramamoorthy Ramesh",929,"[1988.0, 2020.0]",5.50537634408602,124,10,"Asian","Unknown"
"383",5005030015,"Roy Gerald Gordon",652,"[1973.0, 2014.0]",5.44827586206897,97,10,"Black or African American","Male"
"384",5075805130,"Steven Paul Ahlen",1448,"[1976.0, 1997.0]",5.2258064516129,135,10,"White","Male"
"385",5021088707,"Janet Marie Conrad",1534,"[1998.0, 2020.0]",4.8483606557377,143,10,"White","Female"
"386",5100322864,"热孜宛古丽·延塔克 Yantake Reziwanguli",44605,"[1989.0, 2020.0]",4.55274629468178,251,10,"Asian","Unknown"
"387",5090793955,"Jose Enrique García Navarro",1764,"[1989.0, 2019.0]",4.43307086614173,163,10,"Hispanic or Latino","Male"
"388",5085640753,"Anthony Kevin Cheetham",1124,"[1983.0, 2019.0]",4.41975308641975,118,10,"Asian","Male"
"389",5065356713,"Takuya Hasegawa",805,"[1987.0, 2020.0]",4.41509433962264,105,10,"Asian","Male"
"390",5077298972,"Hartmut F. ‐W. Sadrozinski",2343,"[1971.0, 1989.0]",4.40466926070039,168,10,"White","Male"
"391",5014328916,"Marjorie Shapiro",2325,"[1975.0, 2013.0]",4.34008097165992,173,10,"White","Female"
"392",5090892882,"Boris. A. Malomed",1646,"[1988.0, 2020.0]",4.13265306122449,91,10,"White","Unknown"
"393",5040618378,"J. R. Sambles J. R. Sambles",620,"[1985.0, 2020.0]",1.89473684210526,90,10,"White","Unknown"
"394",5035422889,"Gotthard Seifert",542,"[1995.0, 2020.0]",1.33333333333333,88,10,"White","Male"
"395",5076499540,"Martin. Karplus",1011,"[1960.0, 2017.0]",0.642857142857143,166,10,"Unknown","Unknown"
"396",5064832796,"John Stuart Nelson",796,"[1986.0, 2000.0]",0.454545454545454,88,10,"White","Male"
"397",5101403837,"Robert Lane. Mccarthy",953,"[1947.0, 1999.0]",0,120,10,"Unknown","Male"
"398",5032301983,"Luca Pagano",373,"[2007.0, 2016.0]",21.4285714285714,114,9,"White","Male"
"399",5015048102,"Yuri Levin",318,"[1990.0, 2019.0]",20.6595744680851,93,9,"White","Male"
"400",5051821213,"Juan Calderón Bustillo",286,"[2014.0, 2020.0]",20.0461538461538,106,9,"Hispanic or Latino","Male"
"401",5017287819,"Abner Soffer",1517,"[1984.0, 2020.0]",20.0392156862745,110,9,"White","Male"
"402",5080603188,"Roberto De Propris",431,"[1996.0, 2020.0]",19.7090909090909,103,9,"Hispanic or Latino","Male"
"403",5003553537,"Stefan L. Danilishin",327,"[2004.0, 2019.0]",19.3137254901961,97,9,"White","Male"
"404",5006144170,"Stanislav V Babak",351,"[1999.0, 2020.0]",18.2777777777778,96,9,"White","Male"
"405",5068119869,"Stephen Fairhurst",456,"[2000.0, 2020.0]",17.8235294117647,113,9,"White","Male"
"406",5091770862,"Robert Clive Nichol",880,"[2005.0, 2016.0]",17.7826086956522,125,9,"Unknown","Male"
"407",5032653394,"Jenny Nelson",573,"[1999.0, 2020.0]",16.8194444444444,114,9,"Asian","Female"
"408",5058666235,"Gabor. A. Somorjai",1246,"[1965.0, 2004.0]",16.1111111111111,144,9,"Unknown","Unknown"
"409",5039911730,"George P. Efstathiou",548,"[1980.0, 2014.0]",15.3333333333333,142,9,"White","Male"
"410",5071495561,"Alán Aspuru–Guzik",928,"[2008.0, 2020.0]",13.961038961039,111,9,"White","Unknown"
"411",5081920982,"Thomas H. Diehl",1155,"[1987.0, 2003.0]",11.3275862068966,98,9,"Asian","Male"
"412",5074041159,"Tania Regimbau",304,"[2004.0, 2020.0]",10.5277777777778,90,9,"Asian","Female"
"413",5070081966,"Joel W. Ager Ager",906,"[1991.0, 2018.0]",8.54901960784314,117,9,"Unknown","Male"
"414",5082887836,"and Harry A. Atwater",1326,"[1988.0, 2020.0]",7.31460674157303,118,9,"Black or African American","Unknown"
"415",5024513735,"Richard Neil Zare",1473,"[1965.0, 2020.0]",7.18181818181818,132,9,"Asian","Male"
"416",5049121943,"Gerald Jeffery Snyder",915,"[1996.0, 2020.0]",7.11926605504587,133,9,"White","Male"
"417",5035053309,"Yan‐Xi Zhang",1149,"[1985.0, 2020.0]",6.98561151079137,95,9,"Asian","Unknown"
"418",5078466092,"Kremer Kurt",609,"[1983.0, 2020.0]",6.60869565217391,91,9,"Unknown","Unknown"
"419",5019768182,"James G.. Fujimoto",1428,"[1984.0, 2001.0]",6.10714285714286,139,9,"Asian","Male"
"420",5107247482,"Su Yong Choi",2735,"[1987.0, 2018.0]",6.02136752136752,148,9,"Asian","Unisex"
"421",5034879784,"Russell. J. Hemley",891,"[1985.0, 2020.0]",5.78571428571429,116,9,"White","Unknown"
"422",5035627473,"William Andrew Goddard",2260,"[1967.0, 2019.0]",5.6221198156682,176,9,"White","Male"
"423",5066153541,"Derek Brindley Fox",1147,"[1985.0, 1999.0]",5.51724137931035,95,9,"White","Male"
"424",5018015307,"Horst D. Wahl",922,"[1968.0, 1995.0]",4.91666666666667,95,9,"White","Male"
"425",5026490818,"Mark A. Ratner",1329,"[1981.0, 2018.0]",4.6,137,9,"White","Male"
"426",5056109933,"Daniel A. Bloch",2625,"[1968.0, 2017.0]",4.55038759689922,159,9,"White","Male"
"427",5029730836,"Salvatore Spagnolo",1936,"[2000.0, 2018.0]",4.17045454545455,144,9,"White","Male"
"428",5012273061,"Thomas Ferbel",2090,"[1962.0, 2000.0]",4.08173076923077,124,9,"White","Male"
"429",5101807978,"Xinrong Qian",429,"[1999.0, 2015.0]",4.07407407407407,92,9,"Asian","Unknown"
"430",5105985076,"Lawrence Steven Pinsky",755,"[1973.0, 1995.0]",3.72413793103448,88,9,"White","Male"
"431",5089053427,"Chang Beom Eom",961,"[1988.0, 2020.0]",3.69491525423729,95,9,"Asian","Unisex"
"432",5041042871,"Steven P. Denbaars Steven P. Denbaars",1490,"[1999.0, 2020.0]",3.66666666666667,123,9,"White","Male"
"433",5028909402,"Rinaldo Rui",869,"[1983.0, 2002.0]",3.43046357615894,95,9,"Hispanic or Latino","Male"
"434",5072603502,"Masako Iwasaki",1385,"[1966.0, 2020.0]",2.328,125,9,"Asian","Female"
"435",5036468741,"James A. Faist",1290,"[1990.0, 2020.0]",1.86451612903226,94,9,"White","Male"
"436",5038426159,"David A. Ritchie David A. Ritchie",2028,"[1987.0, 2020.0]",1.83076923076923,91,9,"Asian","Male"
"437",5049949568,"Fumihiko Suekane",313,"[1983.0, 2006.0]",1.58620689655172,102,9,"Asian","Male"
"438",5034848878,"Janis Anne Mckenna",1617,"[1963.0, 2018.0]",1.44,100,9,"White","Female"
"439",5040533490,"Michael J. Tannenbaum",635,"[1965.0, 2016.0]",1.33333333333333,91,9,"White","Male"
"440",5076004148,"Lars Samuelson",1081,"[1978.0, 2020.0]",1.26666666666667,95,9,"White","Male"
"441",5106306509,"B. Klein",349,"[2003.0, 2014.0]",1,93,9,"White","Unknown"
"442",5106486412,"S. Ci‐Hangir",893,"[1980.0, 1994.0]",0,110,9,"Asian","Unknown"
"443",5086073947,"Hultman Lars",991,"[1992.0, 2020.0]",21.3488372093023,105,8,"White","Unknown"
"444",5029457210,"Daniel Sigg",437,"[1995.0, 2018.0]",19.8793103448276,114,8,"White","Male"
"445",5024682951,"John T. Whelan",430,"[1994.0, 2018.0]",19.2592592592593,105,8,"White","Male"
"446",5008638540,"J. Gustav Smith",831,"[1969.0, 2008.0]",18.3508771929825,99,8,"White","Unknown"
"447",5004641914,"Collin D. Capano",254,"[2014.0, 2020.0]",16.2,103,8,"Asian","Male"
"448",5089609880,"and Cheng‐Wei Qiu",777,"[2006.0, 2020.0]",15.6305732484076,112,8,"Asian","Unknown"
"449",5030348289,"Rana X. Adhikari",440,"[2006.0, 2020.0]",14.6027397260274,107,8,"Asian","Female"
"450",5075296538,"James J. Beatty",955,"[1988.0, 2020.0]",13.7090909090909,115,8,"Black or African American","Male"
"451",5025541070,"David. E. McClelland",702,"[1990.0, 2020.0]",13.6,114,8,"White","Unknown"
"452",5044431363,"Matjaz Nekrep Perc",719,"[2004.0, 2020.0]",10.2945736434109,108,8,"White","Unknown"
"453",5062801348,"Enrique Darkcosmos.Com Gaztanaga",838,"[2001.0, 2014.0]",9.57142857142857,89,8,"Hispanic or Latino","Male"
"454",5045648363,"Richard Lednicky",654,"[1994.0, 2017.0]",9.46938775510204,106,8,"White","Male"
"455",5016539470,"Michael Simons",680,"[1993.0, 1996.0]",8.29032258064516,113,8,"Unknown","Male"
"456",5049001639,"Miquel B. Salmeron",543,"[1976.0, 2014.0]",8,94,8,"Hispanic or Latino","Male"
"457",5029661188,"Jonathan F. Ormes",715,"[1964.0, 1999.0]",7.84615384615385,113,8,"Asian","Male"
"458",5106426616,"M. Cavalli‐Sforza",2383,"[1975.0, 1997.0]",7.78787878787879,147,8,"White","Unknown"
"459",5055072817,"Mauricio Terrones",442,"[1993.0, 2020.0]",7.2,97,8,"Hispanic or Latino","Male"
"460",5106499574,"K. I. Sato",2662,"[1972.0, 2019.0]",7.15228426395939,154,8,"Asian","Unknown"
"461",5100706729,"Ricardo Vazquez Gomez",1275,"[1954.0, 1984.0]",6.66423357664234,105,8,"Hispanic or Latino","Male"
"462",5100761578,"Young Hee Lee",923,"[1989.0, 2020.0]",6.5609756097561,116,8,"Asian","Female"
"463",5100606368,"Mingwei W. Chen",726,"[2005.0, 2019.0]",6.45283018867925,117,8,"Asian","Unknown"
"464",5107677778,"Eduardo Gulmez",1961,"[1987.0, 1996.0]",5.98009950248756,139,8,"Hispanic or Latino","Male"
"465",5076183566,"Toshifumi Tsukamoto",803,"[1976.0, 2003.0]",5.48,103,8,"Asian","Male"
"466",5066555038,"James Stephen Speck",1437,"[1989.0, 2020.0]",5.03896103896104,117,8,"White","Male"
"467",5083040858,"Gregory Leonid Landsberg",2472,"[1994.0, 2011.0]",4.81818181818182,147,8,"Asian","Male"
"468",5062786033,"Laisheng Wang ‐",801,"[1991.0, 2020.0]",4.66666666666667,115,8,"Asian","Unknown"
"469",5016483541,"Graham Richard Fleming",655,"[1997.0, 2014.0]",4.25,119,8,"White","Male"
"470",5077601154,"François Maria Peeters",1827,"[1981.0, 2020.0]",3.85333333333333,102,8,"Asian","Male"
"471",5072933133,"Amanda J. Weinstein",1199,"[1989.0, 2020.0]",3.4,107,8,"White","Female"
"472",5077178294,"Gerald Eigen",1924,"[1982.0, 2014.0]",3.21195652173913,103,8,"White","Male"
"473",5035998340,"A. M. Eisner",932,"[1965.0, 1979.0]",2.33333333333333,89,8,"White","Unknown"
"474",5006072457,"Thomas Joseph Weiler",1010,"[1975.0, 2020.0]",2.3,100,8,"White","Male"
"475",5010209966,"Uri S. Alon",357,"[1990.0, 2005.0]",2.26315789473684,88,8,"Asian","Male"
"476",5083464792,"Blossom Yen Ju Lin",2431,"[1987.0, 2017.0]",2.25,98,8,"Asian","Female"
"477",5071582018,"Giuseppe Finocchiaro",1453,"[1971.0, 1992.0]",1.62162162162162,103,8,"White","Male"
"478",5001073596,"David G. Hitlin",1251,"[1966.0, 2014.0]",1.42105263157895,95,8,"White","Male"
"479",5001188770,"Hiroshi Okamoto Hiroshi Okamoto",2153,"[1985.0, 2020.0]",1.01754385964912,93,8,"Asian","Male"
"480",5018806471,"Linus Carl Pauling",790,"[1926.0, 1992.0]",0,105,8,"Black or African American","Male"
"481",5020406255,"Raymond E. Frey",1596,"[1975.0, 2019.0]",21.9791666666667,139,7,"White","Male"
"482",5084932813,"Lisa Barsotti",411,"[2013.0, 2020.0]",20.3829787234043,100,7,"White","Female"
"483",5050116062,"Pia Astone",409,"[1993.0, 2020.0]",18.0925925925926,88,7,"Unknown","Female"
"484",5032016465,"Giuseppe Castaldi",351,"[2006.0, 2020.0]",15.3111111111111,92,7,"White","Male"
